image_path,question,options,answer,img_id
datasets/mmmu/image_dev_Accounting_1.png,"Each of the following situations relates to a different company. <image 1> For company B, find the missing amounts.","['$63,020', '$58,410', '$71,320', '$77,490']",D,dev_Accounting_1
datasets/mmmu/image_dev_Accounting_2.png,"Here are facts for the Hudson Roofing Company for December. <image 1> Assuming no investments or withdrawals, what is the ending balance in the owners' capital account?","['$171,900', '$170,000', '$172,500', '$181,900']",A,dev_Accounting_2
datasets/mmmu/image_dev_Accounting_3.png,"For 2015, calculate the cash flow from assets(1) ________, cash flow to creditors(2) ________, and cash flow to stockholders(3) ________.<image 1>","['1): -$493.02 (2):-$2,384 (3):$1,890.98', '1): $1843.98 (2): -$2,384 (3):$493.02', '1): -$493.02 (2):  -$2,384 (3):-$1,890.98']",C,dev_Accounting_3
datasets/mmmu/image_dev_Accounting_4.png,Paper Submarine Manufacturing is investigating a lockbox system to reduce its collection time. It has determined the following:<image 1> The total collection time will be reduced by three days if the lockbox system is adopted.What is the net cash flow per check from adopting? ,"['$.02', '$7.79', '$8.65']",A,dev_Accounting_4
datasets/mmmu/image_dev_Accounting_5.png,Solve for the unknown number of years in each of the following:<image 1>,"['10.52 years; 14.73 years; 20.02 years; 24.73 years', '10.64 years; 14.81 years; 20.35 years; 25.01 years', '10.96 years; 15.22 years; 20.83 years; 25.96 years']",B,dev_Accounting_5
datasets/mmmu/image_dev_Agriculture_1.png,"<image 1> This isn't related to plant diseases, but it's crucial for the production of potatoes. Can you tell me if either of these two insects, or maybe even both, are harmful to potatoes?","['Neither are pest of potato', 'The one with black coloured antennae', 'The one with tan coloured antennae', 'Both are pests of potato']",B,dev_Agriculture_1
datasets/mmmu/image_dev_Agriculture_2.png,<image 1> What is the count of pathogens infecting this sunflower leaf?,"['One pathogen', 'Two pathogens', 'Three pathogens', 'There is no pathogen involved', ""I don't know and I don't want to guess""]",C,dev_Agriculture_2
datasets/mmmu/image_dev_Agriculture_3.png,"<image 1> What could be the reason behind the massive gum production on the trunks of these grapefruit trees in Cyprus, even though they appeared healthy when observed from a higher point on a hillside?","[""Don't know or not sure"", 'Physiological stress', 'Bacterial disease', 'Harvesting damage when cutting with knives', 'Fungal gummosis']",B,dev_Agriculture_3
datasets/mmmu/image_dev_Agriculture_4.png,<image 1> Which among the following assertions holds true?,"['Laboratory work with micro manipulators can mimic the transmission of viruses.', 'All plant feeding insects can transmit viruses.', 'All plant viruses can be transmitted by insects.', 'Most viruses have a specific relationship with their vectors.', ""I don't know and I don't want to guess""]",D,dev_Agriculture_4
datasets/mmmu/image_dev_Agriculture_5.png,<image 1> What among the listed issues would not be the cause for the petioles of this rhubarb splitting?,"['Physiological problems', 'Phytoplasma infection', ""I don't know and don't want to guess."", 'Animal damage', 'Bacteria']",E,dev_Agriculture_5
datasets/mmmu/image_dev_Architecture_and_Engineering_1.png,"While making a reconnaissance survey through the woods, a surveyor with a hand compass, started from a point A and walked a thousand steps in the direction S67°W and reached a point B. Then he changed his direction and walked 512 steps in the direction N10°E and reached a point C. Then again he changed his direction and walked 1504 steps in the direction S65°E and reached a point D as shown in Fig. 5.10. Now, the surveyor wants to return to the starting point A. In which direction should he move and how many steps should he take.<image 1>","['S45°30\'32""E,745.03 $\\approx$ steps', 'N45°30\'32""E,745.03 $\\approx$ steps', 'N45°30\'32""W,745.03 $\\approx$ steps', 'S45°30\'32""W,745.03 $\\approx$ steps']",C,dev_Architecture_and_Engineering_1
datasets/mmmu/image_dev_Architecture_and_Engineering_2.png,The following mean values of the three angles of a triangle were observed<image 1>Determine the corrected values of the angles by the method of least squares.,"['$\\angle $A = 54°12\'12.98"",$\\angle $B = 48°45\'52.21"",$\\angle $C = 77°01\'54.81""', '$\\angle $A = 44°12\'12.98"",$\\angle $B = 48°45\'52.21"",$\\angle $C = 77°01\'54.81""', '$\\angle $A = 56°12\'12.98"",$\\angle $B = 48°45\'52.21"",$\\angle $C = 77°01\'54.81""', '$\\angle $A = 57°12\'12.98"",$\\angle $B = 48°45\'52.21"",$\\angle $C = 77°01\'54.81""']",A,dev_Architecture_and_Engineering_2
datasets/mmmu/image_dev_Architecture_and_Engineering_3.png,"For the truss in Figure P8.4, compute the vertical displacement of joint C.<image 1>","['0.117 in', '0.232 in', '0.123 in', '0.217 in']",D,dev_Architecture_and_Engineering_3
datasets/mmmu/image_dev_Architecture_and_Engineering_4.png,"Observers stationed at two sections XX and YY, 152 m apart on a highway, record the arrival times of four vehicles as shown in the accompanying table. If the total time of observation at XX was 15 sec, determine the space mean speed.<image 1>","['41.67mi/hr', '45.67mi/hr', '45.17mi/hr']",B,dev_Architecture_and_Engineering_4
datasets/mmmu/image_dev_Architecture_and_Engineering_5.png,Calculate the area of the zero circle with the following data:<image 1>Assume that the tracing arm of the planimeter was so set that one revolution of the measuring wheel measures 100 $cm^{2}$ on the paper.,[],1970.6,dev_Architecture_and_Engineering_5
datasets/mmmu/image_dev_Art_1.png,<image 1> by Mark Gertler can be found in the Touchstones Rochdale museum. Which artist belonging to the Bloomsbury group was Gertler in a relationship with?,"['Vanessa Bell', 'Eileen Agar', 'Dora Carrington', 'Leonora Carrington']",C,dev_Art_1
datasets/mmmu/image_dev_Art_2.png,Which image was generated by AI on <image 1>?,"['The left one.', 'The right one.', 'Both images', 'Neither image']",B,dev_Art_2
datasets/mmmu/image_dev_Art_3.png,<image 1> was coined?,"['Agnew Clinic', 'I and the Village', 'Five Bathing Women at a Lake', 'Skull with Burning Cigarette']",A,dev_Art_3
datasets/mmmu/image_dev_Art_4.png,"This William Lamb bronze sculpture of <image 1> is of Angus poet Violet Jacob. Which of her poems was set to music by Jim Reid and performed and recorded by various other musicians, including Battlefield Band, Malinky, and Frightened Rabbit with Lau and Jim Malcolm?","['Glory', 'The Wild Geese', ""The Field by the Lirk o' the Hill"", 'The Rowan']",B,dev_Art_4
datasets/mmmu/image_dev_Art_5.png,Who created <image 1>?,"['MICHELANGELO BUONARROTI', 'TITIAN', 'LUCAS VAN LEYDEN', 'LEONARDO DA VINCI']",C,dev_Art_5
datasets/mmmu/image_dev_Art_Theory_1.png,The painting on the right focuses on the <image 1>,"['contribution of Native Americans to landscape preservation', 'implementation of the Homestead Act', 'impact of the gold rush on landscape development', 'idea of Manifest Destiny']",D,dev_Art_Theory_1
datasets/mmmu/image_dev_Art_Theory_2.png,The central enthroned figure of Christ recalls earlier depictions of a what? <image 1>,"['Roman emperor', 'Greek philosopher', 'Carolingian king', 'Romanesque abbot']",A,dev_Art_Theory_2
datasets/mmmu/image_dev_Art_Theory_3.png,Church interiors from this time period typically were covered with <image 1> <image 2>,"['timber roofs', 'quadripartite vaults', 'pendentive domes', 'masonry barrel vaults']",A,dev_Art_Theory_3
datasets/mmmu/image_dev_Art_Theory_4.png,What does the work <image 1> reflects an interest in?,"['accurately copying figures and subject matter from nature', 'aligning the Old Testament and the New Testament through typology', 'emphasizing the role of the saints in the church', 'asserting imperial authority over the church']",B,dev_Art_Theory_4
datasets/mmmu/image_dev_Art_Theory_5.png,The figural groups within the work are arranged in what? <image 1>,"['friezes', 'pediments', 'registers', 'polyptychs']",C,dev_Art_Theory_5
datasets/mmmu/image_dev_Basic_Medical_Science_1.png,What kind of tissue does this image depict? <image 1> ,"['Skeletal muscle', 'Cartilage', 'Blood']",C,dev_Basic_Medical_Science_1
datasets/mmmu/image_dev_Basic_Medical_Science_2.png,This region is characterized by <image 1> ,"['Absence of bipolar cells.', 'Lack of blood vessels.', 'Absence of ganglion cells.', 'All of the above.']",D,dev_Basic_Medical_Science_2
datasets/mmmu/image_dev_Basic_Medical_Science_3.png,<image 1>Which of the following correctly describes the reception stage of this signal transduction pathway?,"['epinephrine binds to a g-protein coupled receptor protein present in the cell membrane', 'the g protein changes shape, is activated, activates adenyl cyclase, which activates cAMP, which activates protein kinases', 'protein kinases phosphoylate molecules', 'glycogen synthesis is inhibited and glycogen breakdown is promoted']",A,dev_Basic_Medical_Science_3
datasets/mmmu/image_dev_Basic_Medical_Science_4.png,What type of change is present in these neurons from the hypoglossal nucleus? <image 1>,"['Acute necrosis', 'Atrophy', 'Chromatolysis', 'Ferruginization', 'Lipofuscin']",C,dev_Basic_Medical_Science_4
datasets/mmmu/image_dev_Basic_Medical_Science_5.png,<image 1>The diagram below shows the movement of material from the inside of a cell to the outside of the cell through a protein channel. What type of cellular transport is occurring?,"['Active transport because molecules are moving away from equilibrium', 'Active transport because molecules are moving toward equilibrium', 'Passive transport because molecules are moving away from equilibrium', 'Passive transport because molecules are moving toward equilibrium']",D,dev_Basic_Medical_Science_5
datasets/mmmu/image_dev_Biology_1.png,The hotizontal lines in the phylogenetic tree in <image 1> represent,"['speciation events', 'separation events', 'relative length of time in existence', 'a common ancestor']",C,dev_Biology_1
datasets/mmmu/image_dev_Biology_2.png,"In <image 1>, if the nuclei were contained within the stalks of Acetabularia, what types of caps would you expect from graft A?","['A. crenulata', 'A. mediterranea', 'None of above']",B,dev_Biology_2
datasets/mmmu/image_dev_Biology_3.png,"<image 1> What kind of sugar is this, aldose or ketose?","['aldose', 'ketose']",A,dev_Biology_3
datasets/mmmu/image_dev_Biology_4.png,"For your independent research, you transferred lymphocyte populations between syngeneic mice. You irradiated recipients first to ablate (get rid of) existing lymphocytes, then transferred defined cell populations from donors of same genetic background. The result is shown in <image 1>. What does this experiment tell us?","['Both B cells and T cells can produce antibodies.', 'Both B cells and T cells have memory functions.', 'Both B cells and T cells are required for an antibody response.', 'B cells are required for an antibody response in the absence of T cells.', 'B cells and T cells are co-localized and produce synergetic effects in bone marrow and thymus.']",C,dev_Biology_4
datasets/mmmu/image_dev_Biology_5.png,"In the Section of male pelvis, identify the 92 structure. <image 1>","['Obturator internus', 'Levatorani', 'Prostatic venous plexus', 'Obturator membrane']",A,dev_Biology_5
datasets/mmmu/image_dev_Chemistry_1.png,<image 1> Which point corresponds to the critical point?,"['1', '2', '5', '7', '9']",C,dev_Chemistry_1
datasets/mmmu/image_dev_Chemistry_2.png,Consider the following heating curve of a hypothetical substance: <image 1> What is the boiling point of the substance?,"['0°C', '-50°C', '12°C', '75°C']",D,dev_Chemistry_2
datasets/mmmu/image_dev_Chemistry_3.png,"How many molecules of the sweetener saccharin can be prepared from 30 $C$ atoms, 25 $H$ atoms, 12 $O$ atoms, 8 $S$ atoms, and 14 $N$ atoms? <image 1>","['3', '4', '5', '6']",B,dev_Chemistry_3
datasets/mmmu/image_dev_Chemistry_4.png,"The diagram below shows the titration of a weak monoprotic acid by a strong base. In the diagram, there are five points labeled as (A) to (E) respectively. <image 1> At which point the solution is buffered?","['(A)', '(B)', '(C)', '(D)', '(E)']",B,dev_Chemistry_4
datasets/mmmu/image_dev_Chemistry_5.png,"<image 1> Which of the following orders of rotation barrier about the C = C bond, as indicated, is correct ?","['I > II > III', 'III > II > I', 'III > I > II', 'II > I > III']",A,dev_Chemistry_5
datasets/mmmu/image_dev_Clinical_Medicine_1.png,Identify the following rhythm: <image 1>,"[""Sinus Rhythm with PAC's"", 'Junctional Rhythm', '2nd Degree AV Block, Type I', '3rd Degree AV Block', ""Normal Sinus Rhythm with PVC's"", 'Idioventricular Rhythm']",E,dev_Clinical_Medicine_1
datasets/mmmu/image_dev_Clinical_Medicine_2.png,A 56-year-old woman is undergoing chemotherapy for treatment of breast carcinoma. The gross appearance of her skin shown here is most typical for which of the following conditions? <image 1> ,"['Thrombocytopenia', 'Gangrene', 'Congestive heart failure', 'Metastatic breast carcinoma']",A,dev_Clinical_Medicine_2
datasets/mmmu/image_dev_Clinical_Medicine_3.png,"Based on <image 1>, what's the most likely diagnosis?","['first degree atrioventricular block', 'third degree atrioventricular block', 'Second degree type II atrioventricular block', 'atrial flutter']",A,dev_Clinical_Medicine_3
datasets/mmmu/image_dev_Clinical_Medicine_4.png,What person's name is associated with the fracture shown below? <image 1> ,"['Monteggia', 'Bennett', 'Jones', 'Smith']",D,dev_Clinical_Medicine_4
datasets/mmmu/image_dev_Clinical_Medicine_5.png,The best diagnosis for the appendix is: <image 1> ,"['simple appendicitis', 'appendix abscess', 'normal appendix', 'cellulite appendicitis']",D,dev_Clinical_Medicine_5
datasets/mmmu/image_dev_Computer_Science_1.png,What is the key attribute for the CUSTOMER entity in the entity-relationship (ER) diagram in <image 1>?,"['Phone', 'Ssn', 'Name', 'Addr', 'None of the other answers']",B,dev_Computer_Science_1
datasets/mmmu/image_dev_Computer_Science_2.png,The <image 1> shows the truth table and calculation circuit diagram for the addition of 1-digit integers. What is the simple circuit that the diagram represents usually called?,"['half adder', 'full adder']",A,dev_Computer_Science_2
datasets/mmmu/image_dev_Computer_Science_3.png,How many context switches are required in the last row of <image 1>?,"['0', '1', '2', 'None of the other answers']",D,dev_Computer_Science_3
datasets/mmmu/image_dev_Computer_Science_4.png,The <image 1> is Typical details of the upstream and downstream channels in North America. .Are downstream channels and upstream channels managed in the same way?,"['same', 'not the same']",A,dev_Computer_Science_4
datasets/mmmu/image_dev_Computer_Science_5.png,What tables do you have to reference to connect a BOOK instance to a BORROWER instance in the relational database schema for <image 1>?,"['BOOK_AUTHORS', 'PUBLISHER', 'BOOK_LOANS', 'LIBRARY_BRANCH']",C,dev_Computer_Science_5
datasets/mmmu/image_dev_Design_1.png,What innovation seen in Rodin's 'The Burghers of Calais' signaled his departure from established traditions of sculpture?(<image 1>),"['the figure grouping is placed at eye-level', 'the figures show emotional anguish and despair', 'Rodin suggests their pain through physical discomfort', 'all of the above']",A,dev_Design_1
datasets/mmmu/image_dev_Design_2.png,Both works (<image 1>) come from which art-historical period?,"['Baroque', 'Renaissance', 'Rococo', 'Classical']",B,dev_Design_2
datasets/mmmu/image_dev_Design_3.png,"To keep rhythm exciting and active, _____ is essential.<image 1>","['Repetition', 'Unity', 'Variety', 'Balance']",C,dev_Design_3
datasets/mmmu/image_dev_Design_4.png,"Provide at least 15"" of landing area on the handle side of a _____<image 1>","['Stove', 'Refrigerator', 'Dishwasher', 'Sink']",B,dev_Design_4
datasets/mmmu/image_dev_Design_5.png,Does <image 1> represent a monochromatic color scheme or analogous color scheme?,"['Monochromatic color scheme', 'Analogous color scheme']",A,dev_Design_5
datasets/mmmu/image_dev_Diagnostics_and_Laboratory_Medicine_1.png,The lesion depicted here <image 1>,"['characteristically contains rosenthal fibers', 'MRI shows commonly a cystic lesion with enhancing mural nodule', 'usually has complex glomeruloid vessels', 'a and b are correct', 'a, b and C are correct']",E,dev_Diagnostics_and_Laboratory_Medicine_1
datasets/mmmu/image_dev_Diagnostics_and_Laboratory_Medicine_2.png,Which statement about the figure is correct? <image 1>,"['This patient has probably a long history of seizures', 'A reticulin stain will probably show a dense intercellular network', 'This is a high grade glioma', 'A and B are correct', 'A,B and C are correct']",D,dev_Diagnostics_and_Laboratory_Medicine_2
datasets/mmmu/image_dev_Diagnostics_and_Laboratory_Medicine_3.png,"Appropriate statementsregarding the CTPA (computed tomography pulmonary artery) image of the chest, shown below <image 1>, include:","['The structure labelled A isthe left subclavian vein.', 'The structure labelled B isthe trachea', 'The structure labelled C is the hemiazygos vein', 'The structure labelled D isthe apex of the left lung']",D,dev_Diagnostics_and_Laboratory_Medicine_3
datasets/mmmu/image_dev_Diagnostics_and_Laboratory_Medicine_4.png,This tumor is usually positive for: <image 1>,"['S-100', 'EMA', 'CD-34', 'CD-20', 'CD-45']",C,dev_Diagnostics_and_Laboratory_Medicine_4
datasets/mmmu/image_dev_Diagnostics_and_Laboratory_Medicine_5.png,This anti-dystrophin immunoreacted section is consistent with: <image 1>,"['Becker s Muscular Dystrophy', 'Duchene Muscular Dystroph', 'A female carrier of a dystrophinopathy', 'Normal']",C,dev_Diagnostics_and_Laboratory_Medicine_5
datasets/mmmu/image_dev_Economics_1.png,The graph below shows the AD-AS diagram for Spain. All numbers are in billions. <image 1> What is the price level in the short-run equilibrium?,"['500', '450', '400', '600']",D,dev_Economics_1
datasets/mmmu/image_dev_Economics_2.png,The table below describes production possibilities for Mexico and Nigeria. Each number in the table shows the number of workers needed to produce one unit of the product. <image 1> Suppose that both countries have 90 workers. What is the opportunity cost of producing Glasses in Mexico?,"['1.20 Shoes', '1.00 Shoes', '0.83 Shoes', '0.75 Shoes']",A,dev_Economics_2
datasets/mmmu/image_dev_Economics_3.png,The table below describes production possibilities for Mexico and Nigeria. Each number in the table shows the number of workers needed to produce one unit of the product. <image 1> Suppose that both countries have 90 workers. Which country should be specializing in the production of Shoes?,"['Nigeria', 'Neither country', 'Mexico']",C,dev_Economics_3
datasets/mmmu/image_dev_Economics_4.png,The graph below shows the supply and demand curves and the world price for bagels. <image 1> What is the equilibrium quantity if this country does not trade?,"['2', '4', '6', '8']",B,dev_Economics_4
datasets/mmmu/image_dev_Economics_5.png,A recent study found that the demand and supply schedules for Frisbees are as follows:<image 1> What are the equilibrium quantity of Frisbees?,"['6 million', '7 million', '8 million', '9 million']",A,dev_Economics_5
datasets/mmmu/image_dev_Electronics_1.png,"For the INVERTER shown in <image 1>. Find the value of $C_s$ for full compensation.  For the transistor, $h_{FE(min)}$ = 60 $r_{b'e}$ = 1200$\Omega$, $C_i$ = 100pF, $V_{BE(ON)}$ = 0.7V, $V_{sat}$ = 0.2V. $V_i$ = 6V when on.",[],120,dev_Electronics_1
datasets/mmmu/image_dev_Electronics_2.png,The circuit in <image 1> consists of a general inverter connected to a load. Suppose the range of logical 1 is defined to be 4 to 5V. Determine the minimum $R_L$ in order that the output be 1 when the input voltage v1 is zero.,[],20,dev_Electronics_2
datasets/mmmu/image_dev_Electronics_3.png, In <image 1>. $v_c = sin 2 \pi T$. Find an expression for i and calculate i at the instants t = 1/2s.,"['$3 \\pi x 10^-5 A$', '$0 \\pi x 10^-5 A$', '$1 \\pi x 10^-5 A$', '$-2 \\pi x 10^-5 A$']",D,dev_Electronics_3
datasets/mmmu/image_dev_Electronics_4.png,Find the $A_v$ of the following circuit in <image 1> and $R_{EU}$ is 100$\Omega$.,[],20,dev_Electronics_4
datasets/mmmu/image_dev_Electronics_5.png,"Using superposition and Laplace transform techniques, calculate the voltage $v_2(t)$ in <image 1>.","['$[2 - 2.4e^{-(1 / 2)t} - (1 / \\sqrt{5}) cos (t - 63.44^{\\circ})] u(t)$', '$[2 - 2.4e^{-(1 / 2)t} - (1 / \\sqrt{3}) sin (t - 63.44^{\\circ})] u(t)$', '$[2 - 2.1e^{-(1 / 2)t} - (1 / \\sqrt{5}) sin (t - 63.44^{\\circ})] u(t)$', '$[2 - 2.4e^{-(1 / 2)t} - (1 / \\sqrt{5}) sin (t - 63.44^{\\circ})] u(t)$']",D,dev_Electronics_5
datasets/mmmu/image_dev_Energy_and_Power_1.png,An ideal gas taken round the cycle ABCA as shown in PV diagram<image 1>.The work done during the cycle,"['PV', 'PV/2', '2PV', 'PV/3']",B,dev_Energy_and_Power_1
datasets/mmmu/image_dev_Energy_and_Power_2.png,"The long pipe in Fig. 3.133 is filled with water at 20°C. When valve A is closed, p1 - p2 = 75 kPa. When the valve is open and water flows at 500 m^3/h, p_1 - p_2=160 kPa. What is the friction head loss between 1 and 2, in m, for the flowing condition? <image 1>","['7.6 m', '9.2 m', '8.7 m']",C,dev_Energy_and_Power_2
datasets/mmmu/image_dev_Energy_and_Power_3.png,"The 3-arm lawn sprinkler of Fig. P3.114 receives 20°C water through the center at 2.7 m^3/hr. If collar friction is neglected, what is the steady rotation rate in rev/min for $\theta $ = 40°? <image 1>","['317 rev/min', '414 rev/min', '400 rev/min']",A,dev_Energy_and_Power_3
datasets/mmmu/image_dev_Energy_and_Power_4.png,The tank of liquid in the figure P2.139 accelerates to the right with the fluid in rigid-body motion. Compute a_x in m/s^2. <image 1>,"['1.00 m/s2', '1.50 m/s2', '1.28 m/s^2']",C,dev_Energy_and_Power_4
datasets/mmmu/image_dev_Energy_and_Power_5.png,"An insulated piston-cylinder device contains 5 L of saturated liquid water at a constant pressure of 175 kPa. Water is stirred by a paddle wheel while a current of 8 A flows for 45 min through a resistor placed in the water. If one-half of the liquid is evaporated during this constant-pressure process and the paddle-wheel work amounts to 400 kJ, determine the voltage of the source. Also, show the process on a P-v diagram with respect to saturation lines. <image 1>","['204 V', '224 V', '244 V']",B,dev_Energy_and_Power_5
datasets/mmmu/image_dev_Finance_1.png,"Without referring to the preprogrammed function on your financial calculator, use the basic formula for present value, along with the given opportunity cost, r, and the number of periods, n, to calculate the present value of $1 in case C shown in the following table. <image 1>",[],0.8638,dev_Finance_1
datasets/mmmu/image_dev_Finance_2.png,"Upton Computers makes bulk purchases of small computers, stocks them in conveniently located warehouses, ships them to its chain of retail stores, and has a staff to advise customers and help them set up their new computers. Upton's balance sheet as of December 31, 2010, is shown here (millions of dollars): <image 1> Sales for 2010 were $350 million and net income for the year was $10.5 million, so the firm's profit margin was 3.0%. Upton paid dividends of $4.2 million to common stockholders, so its payout ratio was 40%. Its tax rate is 40%, and it operated at full capacity. Assume that all assets/sales ratios, spontaneous liabilities/sales ratios, the profit margin, and the payout ratio remain constant in 2011. Using the AFN equation, determine Upton's self-supporting growth rate. That is, what is the maximum growth rate the firm can achieve without having to employ nonspontaneous external funds?",[],6.38,dev_Finance_2
datasets/mmmu/image_dev_Finance_3.png,"Clare Jaccard has $5,000 to invest. Because she is only 25 years old, she is not concerned about the length of the investment's life. What she is sensitive to is the rate of return she will earn on the investment. With the help of her financial advisor, Clare has isolated four equally risky investments, each providing a single amount at the end of its life, as shown in the following table. All the investments require an initial $5,000 payment. <image 1> Calculate, to the nearest 1%, the rate of return on investment D available to Clare.","['11%', '8%', '10%', '9%']",C,dev_Finance_3
datasets/mmmu/image_dev_Finance_4.png,"For case E in the following table: <image 1>. Calculate the present value of the annuity, assuming that it is an ordinary annuity","['$2,822', '$374,598', '$85,293', '$31,492', '$810,092']",C,dev_Finance_4
datasets/mmmu/image_dev_Finance_5.png,The financial statements of Lioi Steel Fabricators are shown below — both the actual results for 2010 and the projections for 2011. Free cash flow is expected to grow at a 6% rate after 2011. The weighted average cost of capital is 11%. <image 1> What is the total value of the company as of 12/31/2010 (in million)?,[],749.10,dev_Finance_5
datasets/mmmu/image_dev_Geography_1.png,"What do satellite 1, 2, 3 separately monitor in <image 1>?","[""Earth's energy balance, Earth's water cycle, Earth's surface"", ""Earth's water cycle, Earth's energy balance, Earth's surface"", ""Earth's surface, Earth's water cycle, Earth's energy balance"", ""Earth's surface, Earth's energy balance, Earth's water cycle""]",A,dev_Geography_1
datasets/mmmu/image_dev_Geography_2.png,"The moisture content of a non self weight collapsible loess sample is w=15.6%, and the relative density (specific gravity) of soil particles is dr=2.70,Mass density $\rou$= 1.60g/cm3, liquid limit wL=30.0%, plastic limit wP=17.9%, pile foundation design needs to be based on Check the design parameters for the liquid index under saturation state, and the liquid index of the sample is closest when its saturation reaches 85%Which of the following options? ()<image 1>","['0.85', ' 0.92', '0.99', '1.06']",C,dev_Geography_2
datasets/mmmu/image_dev_Geography_3.png,"The settlement calculation method considering stress history requires the indicators provided by the survey, in addition to the pre consolidation pressure In addition to force, compression index, and porosity ratio, the other indicators that should be provided are ()<image 1>","['Effective self weight pressure', ' Rebound index', 'Average additional pressure', 'Groundwater level']",B,dev_Geography_3
datasets/mmmu/image_dev_Geography_4.png,"There is a device with a current actual value of P=8000 yuan and an estimated residual value of LN=800 yuan. The first year's The operating cost of the equipment is Q=600 yuan, and the annual deterioration increment of the equipment is equal. The annual deterioration value $\lambda $= four hundred Yuan, then the economic life of the equipment is () years.<image 1>","[' 7.5', ' 7.5', '8', ' 6']",D,dev_Geography_4
datasets/mmmu/image_dev_Geography_5.png,"In the illustrated circuit, the consumption power of load RL is 72W. If the transformer voltage ratio k=5, the effective value of the transformer is U1 ()<image 1>","['equal to 120V', 'equals to 4.8V', 'and equals to 0.6V', 'cannot be calculated']",C,dev_Geography_5
datasets/mmmu/image_dev_History_1.png,Which of the following was an important continuity underlying the trade interactions illustrated by <image 1>?,"['The resilience of the Chinese economy, despite the dynastic change from Ming to Qing', 'The industrial and commercial supremacy of Great Britain in western Europe', 'The widespread acceptance of the principles of free trade by most European and Asian governments', 'The ongoing expansion of Muslim empires, such as the Ottoman and the Safavid']",A,dev_History_1
datasets/mmmu/image_dev_History_2.png,<image 1> In which of the following ways did the Estates General transform into the National Assembly?,"['The king granted the title of National Assembly to the First Estate after it advocated for greater royal control of church officials', 'The Second Estate, refusing to shoulder a greater tax burdon, announced the reformation of a completely aristocratic National Assembly', 'The Third Estate, whose numbers exceeded the combined numbers of the other estates, simply declared itself the National Assembly', 'The Fourth Estate, refusing to report on the controversies of Estates General, introduced itself as an alternative legislature called the National Assembly']",C,dev_History_2
datasets/mmmu/image_dev_History_3.png,The object in <image 1> best illustrates which of the following continuities in world history?,"['The power of traditional elites was continuously challenged by the emerging power of new elites.', 'The power of states was based on the ability of rulers to monopolize the use of violence.', 'Artists depended on royal patronage for their livelihoods.', 'Rulers used religious imagery to legitimize their political authority.']",D,dev_History_3
datasets/mmmu/image_dev_History_4.png,<image 1> best illustrates which of the following continuities in world history?,"['The need for humans to adapt to their environments', 'The production of cash crops on plantations', 'The use of slave labor for cultivation', 'The use of technology to project military power']",A,dev_History_4
datasets/mmmu/image_dev_History_5.png,<image 1> The movements shown in the table reflect which of the following historical processes?,"['The migration of former colonial subjects to cities in the former colonizing country', 'The development of ethnic enclaves as migrants moved to seek work opportunities', 'The migration patterns associated with male seasonal laborers', 'The population resettlement caused by redrawing former colonial boundaries']",D,dev_History_5
datasets/mmmu/image_dev_Literature_1.png,"Refer to the figure <image 1>, which term refers to when a challenge is successful and materials are removed from the curriculum or library?","['Writing-in-role', 'Challenge', 'Banning', 'Hot Seat']",C,dev_Literature_1
datasets/mmmu/image_dev_Literature_2.png,Which book was written by Joseph Heller?,"['<image 1>', '<image 2>', '<image 3>', '<image 4>']",D,dev_Literature_2
datasets/mmmu/image_dev_Literature_3.png,"Refer to the figure <image 1>, which term refers to a symbol reoccurring through a story?","['Theme', 'Shape', 'Covers', 'Motif']",D,dev_Literature_3
datasets/mmmu/image_dev_Literature_4.png,"Refer to the figure <image 1>, which term best describes the practice where students take on the role of television or newspaper reporters and interview characters from the book to retell an event from a range of perspectives?","['News Program', 'Readers Theatre', 'Hot Seat', 'News']",A,dev_Literature_4
