image_path,question,options,answer,img_id
datasets/mmmu/image_dev_Literature_5.png,"Refer to the description <image 1>, which type of irony is depicted when a person says or writes one thing and means another, or uses words to convey a meaning opposite to the literal meaning?","['verbal irony', 'situational irony', 'foreshadowing', 'dramatic irony']",A,dev_Literature_5
datasets/mmmu/image_dev_Manage_1.png,"Fernando Garza's firm wishes to use factor rating to help select an outsourcing provider of logistics services. With weights from 1-5 (5 highest) and ratings 1-100 (100 highest), use the following table to help Garza make his decision: <image 1> Which provider should Garza select?","['Overnight Shipping', 'Worldwide Delivery', 'United Freight']",B,dev_Manage_1
datasets/mmmu/image_dev_Manage_2.png,"Graph 1 shows the number of unemployed (in thousands) over a five-month period, organized by level of education completed. <image 1> The only group that saw no rise in unemployment during this five-month period was ______.","['Workers without a high school diploma', 'High school graduates with no college education', 'Workers with some college education', ""Workers with a bachelor's degree or higher"", 'All groups showed a rise.']",D,dev_Manage_2
datasets/mmmu/image_dev_Manage_3.png,"<image 1> are Strategic Personnel Planning, Gerard Evers and Cornelis Verhoeven (1999) model. The yellow box is a follow-up to brainstorming (discussed earlier in this section). The concept is that at the end of a brainstorming session, participants will write down all their ideas on sticky notes; all ideas are posted on the wall Which of the following options is not among the steps to be done?","[""Post-it notes with three or more ballots are placed in a large 'idea box' and painted on a board based on the dominant color."", 'Participants place their stickers on the corresponding sticky notes', 'In silence, participants read all thoughts generated during the disagreement', 'The group selects three or more ideas for each color to develop']",D,dev_Manage_3
datasets/mmmu/image_dev_Manage_4.png,The <image 1> is the Five Forces model. What is the joint function of these five forces?,"['Profit structure', 'cost structure', 'Industrial structure', 'Company personnel structure']",C,dev_Manage_4
datasets/mmmu/image_dev_Manage_5.png,"Roger Ginde is developing a program in supply chain management certification for managers. Ginde has listed a number of activities that must be completed before a training program of this nature could be conducted. The activities, immediate predecessors, and times appear in the accompanying table: <image 1> What is the total project completion time (in days)?",[],26,dev_Manage_5
datasets/mmmu/image_dev_Marketing_1.png,"The data in Table 8.2 are the result of a random survey of 39 national flags (with replacement between picks) from various countries. Let X = the number of colors on a national flag. <image 1> Using the same x_bar, sx, and level of confidence, suppose that n were 69 instead of 39. Would the error bound become larger or smaller?","['Larger.', 'Smaller.', 'Not certain.']",B,dev_Marketing_1
datasets/mmmu/image_dev_Marketing_2.png,Two computer users were discussing tablet computers. A higher proportion of people ages 16 to 29 use tablets than the proportion of people age 30 and older. Table 10.17 details the number of tablet owners for each age group. Test at the 1% level of significance. <image 1>,"['There is not sufficient evidence to conclude that a higher proportion of tablet owners are aged 16 to 29 years old than are 30 years old and older.', 'There is sufficient evidence to conclude that a higher proportion of tablet owners are aged 16 to 29 years old than are 30 years old and older.', 'Not certain.']",A,dev_Marketing_2
datasets/mmmu/image_dev_Marketing_3.png,"A video game developer is testing a new game on three different groups. Each group represents a different target market for the game. The developer collects scores from a random sample from each group. The results are shown in Table 12.16. <image 1> At the 10% significance level, are the scores among the different groups different?","['Yes, there is enough evidence to show that the scores among the groups are statistically significant at the 10% level.', 'No, there is not enough evidence to show that the scores among the groups are statistically significant at the 10% level.', 'Not certain.']",A,dev_Marketing_3
datasets/mmmu/image_dev_Marketing_4.png,"<image 1> Are the mean numbers of daily visitors to a ski resort the same for the three types of snow conditions? Suppose that Table 12.38 shows the results of a study. Assume that all distributions are normal, the four population standard deviations are approximately the same, and the data were collected independently and randomly. Use a level of significance of 0.05. What can you conclude?","['There is not sufficient evidence to conclude that the mean numbers of daily visitors are different.', 'There is sufficient evidence to conclude that the mean numbers of daily visitors are different.', 'Not certain.']",A,dev_Marketing_4
datasets/mmmu/image_dev_Marketing_5.png,"Thuy Dau, Ngoc Bui, Sam Su, and Lan Voung conducted a survey as to how long customers at Lucky claimed to wait in the checkout line until their turn. Let X = time in line. Table 6.1 displays the ordered real data (in minutes): <image 1> Use the distribution in part e to calculate the probability that a person will wait fewer than 6.1 minutes.","['0.6029', '0.6030', '0.6031', '0.6032']",A,dev_Marketing_5
datasets/mmmu/image_dev_Materials_1.png,Determine the resultant internal loadings in the beam at cross sections through points D and E. Point E is just to the right of the 3-kip load.<image 1>,"['Hc = 0lb; Vc = 85lb;Mc = 1125 lb.ft', 'Hc = 0lb; Vc = 95lb;Mc = 1125 lb.ft', 'Hc = 0lb; Vc = 105lb;Mc = 1125 lb.ft', 'Hc = 0lb; Vc = 75lb;Mc = 1125 lb.ft']",D,dev_Materials_1
datasets/mmmu/image_dev_Materials_2.png,A tension test was performed on a magnesium alloy specimen having a diameter 0.5 in. and gauge length 2 in. The resulting stress-strain diagram is shown in the figure. Determine the yield strength of the alloy using the 0.2% strain offset method. <image 1>,"['29.0 ksi', '20.9 ksi', '25.9 ksi', '15.9 ksi']",C,dev_Materials_2
datasets/mmmu/image_dev_Materials_3.png,Only one phase boundary is depicted. <image 1>,"['true', 'false']",A,dev_Materials_3
datasets/mmmu/image_dev_Materials_4.png,Which of the following options is consistent with the unit cell plane depicted below? <image 1>,"['SC {100}', 'BCC {100}', 'FCC {100}', 'SC {110}', 'BCC {110}', 'FCC {110}', 'SC {111}', 'BCC {111}', 'FCC {111}']",C,dev_Materials_4
datasets/mmmu/image_dev_Materials_5.png,"Below are shown, for five metals, reduction reactions and standard electrode potential values. Which of these metals is the most reactive? <image 1>","['Au', 'Cu', 'Ni', 'Fe', 'Na']",E,dev_Materials_5
datasets/mmmu/image_dev_Math_1.png,"Each of seven students has chosen three courses from ten options, and must sit an exam for each of his or her three choices. Two students sitting the same exam must do so at the same time, but no student can sit more than one exam in the same day. The table of choices is given in <image 1>. Find the smallest number of days required to schedule the exams. Return only the number of days.",[],4,dev_Math_1
datasets/mmmu/image_dev_Math_2.png,"For the function f(x) = 8x^3    2x^2    7x + 3, perform two iterations of the dichotomous search scheme for locating the minimum in [0, 1]. In the interval [0, 1], apply the three-point equal-interval search scheme and compare the results with the above solution. Applying the quadratic interpolation technique, find λ^ from (1) and compare the result with that of dichotomous search: λ^ = (1/2) [{g(a)(c^2    b^2) + g(b)(a^2    c^2) + g(c)(b^2    a^2)} / {g(a)(c    b) + g(b)(a    c) + g(c)(b    a)}] (1) Choose ε = 0.1.
<image 1>","['The dichotomous search yields a smaller interval containing $ x^* $ than the equal-interval search.', ""The value obtained from quadratic interpolation $ \\lambda' = 0.52 $ is an accurate estimate for $ \\lambda^* $."", 'The equal-interval search required more function evaluations than the quadratic interpolation.', '$ f(x) $ has a minimum of 5 in the interval $ [-1, 1] $.']",D,dev_Math_2
datasets/mmmu/image_dev_Math_3.png,"<image 1>Let f be twice differentiable function on the interval -1 < x < 5 with f(1) = 0 and f(2) = 3.The graph of f' , the derivative of f , is shown above. The graph of f'crosses the x- axis at x=-0.5 and x =4 . Let h be the function given by $h(x)=f({\sqrt{x+1}})$. which is the equation for the line tangent to the graph of h at x = 3","['y = 5x/12 + 7/4 ', 'y = 5x/12 + 5/4', 'y = 7x/12 + 7/4']",A,dev_Math_3
datasets/mmmu/image_dev_Math_4.png,<image 1> illustrate a walk and a cycle. We can easily represent walking as?,"['w = (3, {3, 2}, 2, {2, 4}, 4, {4, 1}, 1).', 'w = (1, 3, {3, 2}, 2, {2, 1}, 4, {4, 1}).', 'w = (4, {2, 4}, 3, {3, 2} , 4, {4, 1}, 1).', 'w = (4, {4, 1}, 2, {2, 4},3, {3, 2},, 1).']",A,dev_Math_4
datasets/mmmu/image_dev_Math_5.png,Do the set of instant insanity cubes in <image 1> have a solution? ,"['Yes', 'No']",B,dev_Math_5
datasets/mmmu/image_dev_Mechanical_Engineering_1.png,Determine the critical speed of rotation for the overhanging 2-in. diameter steel shaft (E = 29 * 10^6 psi) with attached 60-lb grinding wheel shown in Figure.<image 1>,"['85.5rpm', '72.2rpm', '95rpm', '52rpm']",A,dev_Mechanical_Engineering_1
datasets/mmmu/image_dev_Mechanical_Engineering_2.png,"A flat brass bar has length L, constant thickness t, and a rectangular cross section whose width varies linearly between $b_{2}$ at the fixed support to $b_{1}$ at the free end (see <image 1>). Assume that the taper of the bar is small. The bar has modulus of elasticity E. Calculate the displacements $\delta_{b}$ and $\delta_{c}$ if P = 200 kN, L = 2 m, t = 20 mm, b1 = 100 mm, b2 = 115 mm, and E = 96 GPa.","['$\\delta_{B}=0.637mm,\\delta_{C}=2.946mm$', '$\\delta_{B}=0.937mm,\\delta_{C}=1.946mm$', '$\\delta_{B}=0.937mm,\\delta_{C}=2.946mm$']",C,dev_Mechanical_Engineering_2
datasets/mmmu/image_dev_Mechanical_Engineering_3.png,"Car A travels at a constant speed of 65 mi / hr. When in the position shown at time t = 0, car B has a speed of 25 mi / hr and accelerates at a constant rate of 0.1g along its path until it reaches a speed of 65 mi / hr, after which it travels at that constant speed. What is the steady-state position of car A with respect to car B? <image 1>","['$\\delta d=506.109$', '$\\delta d=706.109$', '$\\delta d=906.109$']",B,dev_Mechanical_Engineering_3
datasets/mmmu/image_dev_Mechanical_Engineering_4.png,"A flat 6-in. diameter disk buffer shown in P18.3 has a rotation speed of 500 rpm. The coefficient of friction between the buffer disk and a flat metal surface being polished is 0.2. The force on the disk is 15 lb. Assume that the normal pressure created by the 15 lb is uniformly distributed over the surface of the disk and that the tangential pressure force on the disk is q = fp, where f is the coefficient of friction. Determine the power transmitted to the buffing disk.<image 1>","['0.0375hp', '0.0475hp', '0.0572hp', '0.0623hp']",B,dev_Mechanical_Engineering_4
datasets/mmmu/image_dev_Mechanical_Engineering_5.png,"In the pinewood-derby event shown, the car is released from rest at the starting position A and then rolls down the incline and on to the finish line C. If the constant acceleration down the incline is 2.75 m/s^2 and the speed from B to C is essentially constant, determine the time duration $t_{AC}$ for the race. The effects of the small transition area at B can be neglected.<image 1>","['t=1.46s', 't=2.46s', 't=3.46s']",B,dev_Mechanical_Engineering_5
datasets/mmmu/image_dev_Music_1.png,<image 1> Identify the chords marked * in bar 5.,"['iv7d', 'V7a', 'IV7', 'viio7b']",D,dev_Music_1
datasets/mmmu/image_dev_Music_2.png,Select the correct tuning of Violin.,"['<image 1>', '<image 2>', '<image 3>', '<image 4>']",A,dev_Music_2
datasets/mmmu/image_dev_Music_3.png,<image 1>,"['box1', 'box2', 'box3', 'box4']",B,dev_Music_3
datasets/mmmu/image_dev_Music_4.png,Choose the correct key of each of the melody. <image 1>,"['B major', 'E major', 'A minor', 'E minor']",D,dev_Music_4
datasets/mmmu/image_dev_Music_5.png,"Choose the correct time signature for each measure of the following melody fragment from the four options (A, B, C, and D) given in each question. <image 1>","['3/4 3/4 3/4 4/4 2/8 6/8', '6/8 3/4 6/8 2/4 3/8 6/8', '6/8 3/4 3/4 2/4 3/8 6/8', 'All of the first three options are incorrect.']",B,dev_Music_5
datasets/mmmu/image_dev_Pharmacy_1.png,What sort of selectivity is observed in step 1 of the following synthesis <image 1>?,"['Chemoselectivity', 'Regioselectivity', 'Stereospecificity', 'Enantioselectivity']",B,dev_Pharmacy_1
datasets/mmmu/image_dev_Pharmacy_2.png,The following compound is hydrolyzed by boiling with sodium hydroxide. What are the saponification products? <image 1>,"['Glycerol', 'Sodium salts of presented fatty acids.', 'Both of them ', 'None of them']",C,dev_Pharmacy_2
datasets/mmmu/image_dev_Pharmacy_3.png,"The following results were obtained from a broth dilution test for microbial susceptibility.<image 1>,The MBC of this antibiotic is_______ .","['25 $\\mu $g/ml ', '50 $\\mu $g/ml', '100 $\\mu $g/ml', '200 $\\mu $g/ml']",D,dev_Pharmacy_3
datasets/mmmu/image_dev_Pharmacy_4.png,The graph below shows confirmed cases of enteropathogenic E. coli. Determine if the following content is correct based on the image and text:The incidence is seasonal.<image 1>,"['True', 'False']",A,dev_Pharmacy_4
datasets/mmmu/image_dev_Pharmacy_5.png,"The following data were obtained from a disk-diffusion test.<image 1>,Which antibiotic was most effective against the bacteria being tested?","['A', 'D', 'Both of them', '']",C,dev_Pharmacy_5
datasets/mmmu/image_dev_Physics_1.png,<image 1>An object shown in the accompanying figure moves in uniform circular motion. Which arrow best depicts the net force acting on the object at the instant shown?,"['A', 'B', 'C', 'D']",B,dev_Physics_1
datasets/mmmu/image_dev_Physics_2.png,The diagram below represents a toy car starting from rest and uniformly accelerating across the floor. The time and distance traveled from the start are shown in the diagram.<image 1>What was the instantaneous velocity of the cart at 96 centimeters from the start?,"['0.6 m/s', '4.8 m/s', '1.9 m/s', '60 m/s', '2.4 m/s']",B,dev_Physics_2
datasets/mmmu/image_dev_Physics_3.png,"A proton traveling with speed v enters a uniform electric field of magnitude E, directed parallel to the plane of the page, as shown in the figure. There is also a magnetic force on the proton that is in the direction opposite to that of the electric force.<image 1>If e represents the magnitude of the proton charge, what minimum magnitude of the magnetic field could balance the electric force on the proton?","['E/v', 'eE/v', 'vE', 'eE']",A,dev_Physics_3
datasets/mmmu/image_dev_Physics_4.png,"<image 1>For the solenoids shown in the diagram (which are assumed to be close to each other), the resistance of the left-hand circuit is slowly increased. In which direction does the ammeter needle (indicating the direction of conventional current) in the right-hand circuit deflect in response to this change?","['The needle deflects to the left.', 'The needle deflects to the right.', 'The needle oscillates back and forth.', 'The needle never moves.']",A,dev_Physics_4
datasets/mmmu/image_dev_Physics_5.png,"<image 1>A battery, an ammeter, three resistors, and a switch are connected to form the simple circuit shown above. When the switch is closed what would happen to the potential difference across the 15 ohm resistor?","['it would equal the potential difference across the 20 ohm resistor', 'it would be twice the potential difference across the 30 ohm resistor', 'it would equal the potential difference across the 30 ohm resistor', 'it would be half the potential difference across the 30 ohm resistor']",C,dev_Physics_5
datasets/mmmu/image_dev_Psychology_1.png,"A group of psychologists wanted to develop an intelligence test that would be quicker to administer than the one they were using, which was a standardized test that required answering as many questions correctly as possible in a given time. The existing test was considered valid and reliable. In the psychologists' new test, participants had to find an image hidden in a visual display as quickly as possible. The psychologists collected data to determine the relation between the number of items the participants answered correctly on the original standardized test and the time it took them to spot the hidden image on the new test. The graph below displays the results. <image 1> Based on the graph, which of the following would most likely be used to assess the relation between the participants' scores on the two tests?","['A t test', 'A correlation', 'Analysis of variance', 'Descriptive statistics', 'Factor analysis']",B,dev_Psychology_1
datasets/mmmu/image_dev_Psychology_2.png,"Individuals diagnosed with cancer often experience significant amounts of stress. Some patients cope with stress by adopting unhealthy habits (like drinking, smoking, or withdrawing from social relationships), which can increase symptom severity and result in poor quality of life both during and after cancer treatment. Conversely, individuals who manage stress with healthy techniques can experience symptom relief and improved quality of life. A group of oncologists hope to promote healthy stress reduction and decide to focus their efforts on deep breathing. They postulate that a deep breathing exercise will induce the relaxation response, a physical state of deep rest that is the physiological opposite of a stress response (or fight or flight). They believe that when patients learn to breathe more slowly and deeply, their muscles will relax, blood pressure will decrease, and heart rates will slow down (all characteristics of the relaxation response). When testing the exercise with two patients they notice significant decreases in blood pressure, muscle tension, and heart rate. They conclude that the exercise could decrease select physical symptoms of stress. The oncologists decide to expand their testing, and develop several deep-breathing exercises to be delivered in a group format. They believe that the combined exercises will help patients cope during times of stress. The program consists of 30-minute guided group breathing classes that occur biweekly for 8 weeks. Patients are also asked to complete home deep breathing practices. To test their theory, they recruit 10 adult cancer patients to participate in their program. The patient group is homogenous in type and stage of cancer. All patients have recently received their cancer diagnosis. The patients are all between 45 and 55 years old (mean age 48.6) and there are equal numbers of men and women in the group. Each patient completes a stress symptom checklist both before and after the intervention. The stress symptoms checklist can be found in Table 1. The symptom checklist is divided into four categories, with six possible symptoms in each category. Patients are instructed to circle any and all symptoms they are currently experiencing. The results from the study can be found in Figure 1 <image 1>. Given the information in the passage and the results from Figure 1, which of the following is the least problematic aspect of the study?","['The oncologists recruited patients from a sample that was too homogenous, which makes the results of the program difficult to generalize.', 'The oncologists did not control for group social support, which could lead to decreases in some of the emotional and cognitive symptoms of stress on the checklist.', 'The oncologists used the stress checklist to measure stress, which did not provide a sensitive measurement of stress and had overlap between and within categories of symptoms.', 'The oncologists did not control for side effects of cancer treatment, which could lead to increases in some of the behavioral and physical symptoms of stress on the checklist.']",A,dev_Psychology_2
datasets/mmmu/image_dev_Psychology_3.png,"Jeff has two cats, Whiskers and Tiger. Jeff wants to play with both of them using a laser pointer, but the cats respond very differently to playtime. Whiskers is an active cat and loves to chase the red dot, but he sometimes gets so excited by playtime that he becomes overly agitated and attacks Jeff. Tiger is very lazy - he loves to look out the window from his bed and lounge in the sun; he is almost never interested in playing with the laser pointer. Jeff wants both of his cats to be equally active and healthy, so he decides to use principles from behaviorism to teach his cats better play behavior. He has two goals - to increase Tiger's playtime, and to decrease Whisker's aggressive playtime. He uses a variety of different strategies with his cats: he tries giving each cats treats when they play nicely, taking away Tiger's bed to increase playtime, putting the cats in a carrier when they do not play nicely, and loudly yelling ""No!"" if Whiskers becomes aggressive. Jeff notices that the cats respond well to the treats, so he decides to vary when and how Whiskers and Tiger receive their treats. Table 1 outlines the different schedules of reinforcement that Jeff tries with Whiskers and Tiger. <image 1> Jeff has been successfully increasing the number of times Whiskers has to play nicely before he receives a treat, until finally he decides he can stop giving treats during playtime all together. Whiskers suddenly becomes ultra-aggressive - he bites, hisses, and scratches at an increased rate when playing with the laser pointer. Which of the following best describes Whisker's behavior?","['Whiskers only responds to continuous reinforcement.', ""Whisker's aggressive behavior has become generalized."", ""Whiskers' behavior has been shaped to be aggressive."", 'Whiskers is experiencing an extinction burst.']",D,dev_Psychology_3
datasets/mmmu/image_dev_Psychology_4.png,"Vampire bats (Desmodus rotundus) are social mammals, which naturally determine kinship differences, form dyadic relationships that remain consistent over time, and practice food sharing with roost-mates who were unable to feed. These dyadic relationships occur between both kin and non-kin. Vampire bats can die if unable to feed for more than 70 hours. Roost-mates may regurgitate food into the mouth of the unfed roost-mate. An experiment was conducted on 20 vampire bats (11M, 9F) over a 2-year period to determine whether this food sharing behavior was altruistic. The bats were housed in a flight cage, large enough to allow the bats to freely associate, for more than 2 years before the beginning of the study. The bats were removed, fasted for 24 hours, re-introduced into the roost, and their social interactions were recorded for two hours after reintroduction. None of the bats tested showed signs of parasite infestation. Researchers examined food sharing (licking the roost-mate's mouth for more than 5 seconds with > 5 seconds between bouts of licking) and subsequent allogrooming (licking locations other than the roost-mate's mouth). The bat's behavior was monitored to determine subsequent interactions. The coefficient of determination values for food donated, donor sex, allogrooming, and relatedness are shown in Figure 1. Sharing happened most often between females; males were not recorded sharing food with other males. Donors initiated food sharing more often than fasted bats and three donors, on average, fed each of the fasted bats. There was no relation found between recipient (age or size) and donations or allogrooming received. Some donors rejected certain begging (harassing) recipients; however, some fasted subjects rejected food sharing from certain perspective donors. Figure 1: Relative variation in food donated; 38% of the variation in the amount of food donated can be explained by this model. Food donated (p < 0.0002), donor sex (p < 0.0002), and allogrooming (p < 0.0002) received were all significant; however, relatedness was not (p = 0.16). <image 1> Which conclusion describes the correlation of allogrooming and social bonding in vampire bats?","['Some vampire bats refused food from certain perspective donors.', 'Allogrooming was higher on non-test days between food sharing dyads and was consistent throughout the experiment.', 'Allogrooming was highest between vampire bats infested with parasites and was consistent throughout the experiment.', 'Male-male dyads were observed performing allogrooming after sharing food.']",B,dev_Psychology_4
datasets/mmmu/image_dev_Psychology_5.png,"Elizabeth Loftus is widely known as one of the leading experts in the field of false memories, especially regarding childhood sexual abuse. However, this particular topic is deeply controversial, with many experts divided over whether these memories are truly false, or if they are instead repressed to protect the individual from reliving further trauma. Loftus is most famous for her theory of the misinformation effect, which refers to the phenomenon in which exposure to incorrect information between the encoding of a memory and its later recall causes impairment to the memory. That is to say, if you witnessed a hit-and-run car accident, and heard a radio commercial for Ford before giving your testimony to the police, you might incorrectly recall that the offending vehicle was a Ford, even if it was not. Loftus' research has been used in many cases of eyewitness testimony in high-profile court cases to demonstrate the malleability of the human memory. To test this theory, researchers in New York City set up a ""crime"" for participants to ""witness"" (unbeknownst to them). 175 local female college students were recruited to participate in a study about memory, and were directed to complete some computer tasks involving word and picture recall in a room overlooking an alley. While completing the computer tasks, participants witnessed a young woman being ""mugged"" by a young man in the alley outside the lab-both individuals were confederates of the researchers. After reporting the ""crime"" to the researchers, participants were escorted out of the lab and told that this crime would be reported to the local police, and that they might be called back in to give a testimony. For half of the participants, a research confederate acting as a custodial worker was present as they were being escorted out. For the other half, no decoys were present. Participants were randomly assigned to either the decoy or control group. Participants who did not report the ""crime"" to the researchers were excluded from the study (25 women were excluded). One week later, participants were called back to the lab to give their testimony to a police officer - another confederate. Participants were told that the police had several leads on who the mugger might be, and were asked to pick out the suspect from five different photo options. Included in the photo set were photos of the mugger, the custodial worker, and three neutral faces chosen to be similar to the two experimental faces. After recalling the event to the police officer and choosing a face, participants were debriefed (they were told that the mugging was fake) and awarded course credit for their participation. The results of this study are summarized in Table 1. <image 1> What type of memory is used in a multiple-choice test, such as this one?","['Recall', 'Recognition', 'Repressed', 'Deja vu']",B,dev_Psychology_5
datasets/mmmu/image_dev_Public_Health_1.png,A cohort study obtained the following rates.<image 1>The AR was,"['0.36‰', '0.87‰', '0.29‰', '1.23‰']",D,dev_Public_Health_1
datasets/mmmu/image_dev_Public_Health_2.png,"A maternal and child health facility wanted to evaluate the effectiveness of two methods of screening for cervical intraepithelial neoplasia (CIN I-III), electronic colposcopy and cervical liquid-based cytology (TCT). 600 gynaecological outpatient cases were examined by both methods, and all cases were confirmed with cervical histopathology (the gold standard) at the same time. The results of all examinations were summarised in the table.<image 1> The false positive rate of the parallel test was","['0.93', '0.51', '0.75', '0.49']",B,dev_Public_Health_2
datasets/mmmu/image_dev_Public_Health_3.png,A combined urine glucose and blood glucose test was used to screen for diabetes mellitus with the following results.<image 1>The specificity of the serial test was,"['99.73%', '99.87%', '99.91%', '99.76%']",C,dev_Public_Health_3
datasets/mmmu/image_dev_Public_Health_4.png,Does the patient have a UTI on 9/22? <image 1> ,"['Yes, SUTI 1a', 'Yes, SUTI 1b', 'No', 'Yes,ABUTI']",B,dev_Public_Health_4
datasets/mmmu/image_dev_Public_Health_5.png,"According to the China Health and Family Planning Statistical Yearbook 2015, China's top 10 legally reported infectious diseases of categories A and B in 2014 included viral hepatitis, tuberculosis, syphilis, bacterial and amoebic dysentery, gonorrhoea, brucellosis, scarlet fever, measles, dengue fever, and AIDS, and the top 10 deaths included AIDS, tuberculosis, rabies, viral hepatitis, H7N9 avian influenza, epidemic haemorrhagic fever, syphilis, epidemic B encephalitis, measles, and malaria, as shown in the table below. The total population in mid-2014 was 1367820000 people.<image 1> The mortality rate of AIDS was","['0.88/100000', '0.16/100000', '0.06/100000', '0.04/100000']",A,dev_Public_Health_5
datasets/mmmu/image_dev_Sociology_1.png,"According to <image 1>, in Asch's study on conformity, what contributed to the ability of subjects to resist conforming?","['A very small group of witnesses', 'The presence of an ally', ""The ability to keep one's answer private"", 'All of the above']",D,dev_Sociology_1
datasets/mmmu/image_dev_Sociology_2.png,The two types of objective knowledge that <image 1> believed could be obtained by social scientists employing the scientiMc method were:,"['Historical preconditions and laws of society', 'Historical preconditions and subjective perspectives', 'Historical preconditions and social facts', 'Historical preconditions and class consciousness']",B,dev_Sociology_2
datasets/mmmu/image_dev_Sociology_3.png,Societies practise the concept of  <image 1> to maintain ________.,"['Formal sanctions', 'Social order', 'Cultural deviance', 'Sanction labelling']",B,dev_Sociology_3
datasets/mmmu/image_dev_Sociology_4.png,What is <image 1>?,"['Refers to the process of self development through which we formulate a unique sense of ourselves and our relationship to the world around us', 'Identity is regarded as the result of modeling oneself in response to the expectations of others, not as a product of the unconscious', 'Socially deLned expectations that a person in a given social position will follow', 'Involves instilling culture within the individual, enabling the person to survive effectively in his or her social world']",A,dev_Sociology_4
datasets/mmmu/image_dev_Sociology_5.png,<image 1> deals with the study of political conduct within a ____ frame of reference.,"['Political', 'Pyschological', 'Sociological', 'Individual']",C,dev_Sociology_5
